cup,tabella,codice_intervento,descrizione,programma,importo_mln,documento,pagina
J61H02000100008,A/B,0274,Quadruplicamento Salerno - Battipaglia,Direttrici di interesse nazionale,0.0,agg2021,60
J61H02000100008,A/B,I107B,AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia,Direttrici di interesse nazionale,12865.0,agg2025,79
J61H02000110001,C,,Studi di fattibilità e progettazioni,,-0.0,agg2025,140
J61H03000030001,A/B,0119,Potenziamento infrastrutturale Orte-Falconara,Direttrici di interesse nazionale,387.65,agg2025,59
J61H03000080001,C,,Studi di fattibilità e progettazioni,,-0.02,agg2025,140
J61H03000100001,A/B,0263,Adeguamento tecnologico e infrastrutturale linea Battipaglia-Reggio Calabria,Direttrici di interesse nazionale,230.0,agg2025,60
J61H03000110001,A/B,0262,"Nuova linea AV/AC Venezia-Trieste: tratta Ronchi dei Legionari - Trieste • NCP 1: ""Intervento sospeso""",,1745.8,cdp2017,103
J61H03000110001,A/B,0365B,"Potenziamento Venezia-Trieste completamento Varianti Portugruaro, Latisana e Isonzo PROG ITER Variante Ronchi-Aurisina",Direttrici di interesse nazionale,1580.9,agg2025,79
J61H03000190001,A/B,0282,Alta Velocità Salerno-Reggio Calabria: Variante Ogliastro-Sapri,Direttrici di interesse nazionale,0.0,agg2021,54
J61H03000190001,A/B,I107B,AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia,Direttrici di interesse nazionale,12865.0,agg2025,79
J61H04000180001,C,,Progetto Pegasus,,17.0,agg2021,129
J61H04000210001,C,,Studio di fattibilità e progettazione preliminare raddoppio Palmanova-Udine e Nodo di Udine,,1.21,agg2024,113
J61H92000000008,A/B,0081,Potenziamento asse ferroviario Pontremolese,Direttrici di interesse nazionale,0.0,cdp2022,61
J61H94000000001,A/B,0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),Direttrici di interesse nazionale,358.31,agg2025,59
J61H94000000001,A/B,0013B,Fermata Vesuvio Est Linea a monte del Vesuvio Fermata Vesuvio Est PROG PROG,Direttrici di interesse nazionale,60.9,agg2025,77
J61H94000000011,A/B,0284,Itinerario Napoli-Bari: Interventi su linea Cancello-Napoli per integrazione con linea AV/AC Variante Napoli-Cancello,Direttrici di interesse nazionale,1044.36,agg2025,61
J61H97000000001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,138
J61H99000010001,C,,RIPETIZIONE DISCONTINUA NODO DI NAPOLI,,0.54,cdp2017,179
J64C19000300001,A/B,P211,Nodo complesso di Pompei Nodo complesso di Pompei,Valorizzazione reti regionali,40.0,agg2025,52
J64C20002310001,A/B,P236,"Elettrificazione della tratta Cinisi-Alcamo Dir- Trapani della linea Palermo - Trapani "" via Milo"" Elettrificazione Cinisi-Alcamo Dir- Trapani",Valorizzazione reti regionali,102.25,agg2025,52
J64E21000110008,A/B,P239,Velocizzazione tratte Orte-Falconara Tecnologie per la velocizzazione tratte prioritarie Orte-Falconara,Direttrici di interesse nazionale,36.0,agg2025,63
J64E21000640001,C,,Sicurezza ed Obblighi di Legge,,1.66,agg2025,136
J64E22000010001,A/B,P247,Potenziamento Palermo - Agrigento - Porto Empedocle bassa Potenziamento Palermo - Agrigento - Porto Empedocle bassa,Valorizzazione reti regionali,103.0,agg2025,66
J64F05000030001,A/B,0310,Potenziamento Taranto-Metaponto,Direttrici di interesse nazionale,0.0,agg2021,64
J64G18000130009,A/B,0286A,Quadruplicamento Tortona-Voghera opere prioritarie PRG e ACC Tortona,Direttrici di interesse nazionale,103.74,agg2025,61
J64G18000140001,A/B,P232,Ripristino linea Caltagirone - Gela Ripristino linea Caltagirone - Gela,Valorizzazione reti regionali,397.2,agg2025,66
J64H14000450001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
J64H14000670001,C,,Sicurezza ed Obblighi di Legge,,0.43,agg2025,136
J64H15000810001,C,,Attrezzaggi tecnologici DOIT Torino - 2015,,1.2,agg2024,113
J64H16000000001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
J64H17000140001,A/B,0366A,"Potenziamento linea Ponte S.Pietro-Bergamo-Montello Raddoppio Bergamo-Curno, ACC Bergamo, PRG e ACC Ponte S.Pietro Raddoppio Bergamo-Montello ITER PRG",Valorizzazione reti regionali,795.91,agg2025,65
J64H17000140001,A/B,0366B,Potenziamento linea Ponte S.Pietro-Bergamo- Montello 2^ fase,Valorizzazione reti regionali,0.0,cdp2022,68
J64H17000230001,A/B,P126,Velocizzazione direttrice Salerno-Taranto Velocizzazione impianti linea Battipaglia-Potenza,Direttrici di interesse nazionale,128.26,agg2025,63
J64J22000340009,A/B,P142,"Porto di Ravenna Porto di Ravenna 1^ fase: Soppressione P.L. via Canale Molinetto, ITER adeguamento cavalcavia Teodorico, prolungamento del sottopassa","Porti e interporti, ultimo miglio",137.9,agg2025,69
J64J24000610001,A/B,P262B,Velocizzazione e potenziamento linea ferroviaria Adriatica 2^ fase Velocizzazione CastelBolognese-Rimini,Direttrici di interesse nazionale,4050.0,agg2025,80
J67B14000300001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,9.95,agg2025,142
J67B14000310001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.78,agg2025,142
J67B14000320001,A/B,P214,Valorizzazione turistica delle ferrovie minori,Valorizzazione turistica ferrovie minori,468.65,agg2025,46
J67B16000120001,C,,Sicurezza ed Obblighi di Legge,,72.05,agg2025,136
J67B16000140001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,19.15,agg2025,142
J67B16000150001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,6.59,agg2025,142
J67B16000260001,C,,Liberazione immobili - DOIT PA - 2016,,0.13,agg2024,113
J67B16000270001,C,,Sviluppo infrastrutturale e upgrading,,0.33,agg2025,138
J67B16000370001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.55,agg2025,133
J67B17000110001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,16.53,agg2025,142
J67B17000120001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,8.05,agg2025,142
J67B17000130001,C,,Sicurezza ed Obblighi di Legge,,39.55,agg2025,136
J67B17000140001,C,,Sicurezza ed Obblighi di Legge,,15.14,agg2025,136
J67D17000000001,C,,Sicurezza ed Obblighi di Legge,,43.0,agg2025,136
J67D17000010001,C,,Sviluppo infrastrutturale e upgrading,,2.1,agg2025,138
J67D18000000001,C,,Sicurezza ed Obblighi di Legge,,39.0,agg2025,136
J67F19000040001,C,,Sviluppo infrastrutturale e upgrading,,1.0,agg2025,138
J67F19000060001,C,,Sicurezza ed Obblighi di Legge,,5.1,agg2025,136
J67F19000440001,C,,Sicurezza ed Obblighi di Legge,,6.5,agg2025,136
J67F20000000001,C,,Sicurezza ed Obblighi di Legge,,45.09,agg2025,136
J67F20000010001,C,,Sicurezza ed Obblighi di Legge,,36.0,agg2025,137
J67F20000020001,C,,Sicurezza ed Obblighi di Legge,,13.5,agg2025,137
J67F20000150001,C,,Impianti industriali e terminali viaggiatori e merci,,0.15,agg2025,140
J67G20000000001,C,,Sicurezza ed Obblighi di Legge,,47.96,agg2025,137
J67I06000090001,C,,Riconfigurazione impianti SCMT Reggio Calabria,,7.2,cdp2022,138
J67I06000100001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,-0.0,agg2025,142
J67I06000110001,C,,Attrezzaggio impianti di informazione al - ante 2011,,-0.01,agg2023,38
J67I08000000001,C,,Piano di sviluppo tecnologico della rete,,6.37,cdp2017,179
J67I08000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,133
J67I08000020001,C,,Acquisti a Rimpiazzo materiale d'Inventa,,0.33,cdp2017,178
J67I08000030001,C,,Miglior. Infr. linee AV/AC - Bo,,1.4,cdp2017,178
J67I08000040001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,133
J67I08000050001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,-0.0,agg2025,142
J67I10000140001,C,,Pot. impianti illuminaz. Grandi Stazioni,,4.09,cdp2017,180
J67I10000150001,C,,Ripristino e potenziamento impianti in Abruzzo (DTP Ancona),,47.16,agg2021,127
J67I10000160001,C,,Ripristino e potenziamento impianti in Abruzzo (DTP Roma),,52.5,agg2021,127
J67I11000040001,A/B,A5000_4,"Adeguamenti tecnologici, opere di completamento e contingencies rete AV Torino-Milano-Napoli",Direttrici di interesse nazionale,0.0,cdp2022,62
J67I11000330001,C,,Manut.Straord.Opere Dif.Infr. AV/AC NA,,12.69,cdp2017,178
J67I12000000001,C,,Aumento Produttività PA Anno 2012 - 2012,,0.02,agg2021,126
J67I12000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000040001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000050001,C,,Obblighi di legge - PA - 2012,,0.07,agg2021,126
J67I12000060001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000070001,C,,Manutenzione Straordinaria Stazioni PA - 2012,,0.31,agg2021,126
J67I12000080001,C,,Miglioramenti infrastrutturali M.E.- PA - 2012,,0.16,agg2021,127
J67I12000090001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J67I12000100001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000110001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000120001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I12000130001,C,,Manut.Straord.Opere Dif.Infr. PA - 2012,,0.5,agg2021,126
J67I13000020001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.01,agg2025,134
J67I13000030001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J67I13000120001,C,,Manut.Straord.Opere Dif.Infr. PA - 2013,,-0.02,agg2021,126
J67I18000060001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,9.5,agg2025,142
J67J18000190001,C,,Sicurezza ed Obblighi di Legge,,10.0,agg2025,137
J67J18000440001,C,,Sicurezza ed Obblighi di Legge,,3.0,agg2025,137
J67J19000000001,C,,Miglioramenti Infrastrutturali - 2019,,0.55,agg2021,127
J67J19000020001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,10.0,agg2025,142
J67J19000030001,C,,Sicurezza ed Obblighi di Legge,,84.45,agg2025,137
J69B11000160001,C,,Arbitrato Tratta AV/AC VR-PD,,-1.7,agg2021,128
J69H19000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J71C10000030007,A/B,1604A,Upgrading infrastrutturale e tecnologico linea linea Trieste- Divaca Upgrade linea storica bivio Aurisina-Confine di Stato (fase 0 Nuova linea Trieste,Direttrici di interesse nazionale,70.95,agg2025,62
J71C10000030007,A/B,1604B,"Nuova linea Trieste-Divaca Nuova linea • NCP 1: ""Intervento sospeso""",,1040.0,cdp2017,103
J71H00000060001,C,,Miglioramenti Infrastrutturali Stazioni-,,0.7,cdp2017,178
J71H00000060011,C,,Infrastrutture di servizio stazioni (NA),,1.6,cdp2017,178
J71H00000060021,C,,Infrastrutture di servizio stazioni (AN),,7.7,cdp2017,178
J71H00000060031,C,,Infrastrutture di servizio stazioni (RC),,1.5,cdp2017,178
J71H00000060041,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.01,agg2025,134
J71H00000060051,C,,Infrastrutture di servizio stazioni (MI),,4.9,cdp2017,178
J71H00000060061,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J71H00000060081,C,,Infrastrutture di servizio stazioni (BA),,0.06,cdp2017,178
J71H00000060091,C,,Infrastrutture di servizio stazioni (TO),,2.13,cdp2017,178
J71H00000060101,C,,Miglioramenti Infrastrutturali Stazioni,,0.99,cdp2017,178
J71H00000070001,C,,Sviluppo infrastrutturale e upgrading,,0.0,agg2025,139
J71H00000080011,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J71H00000080021,C,,Man.O.C. Arm. Attr. e Macch. Cagliari - ante 2011,,0.23,agg2021,127
J71H00000080031,C,,Man.O.C. Arm. Attr. e Macch. C.Nord - ante 2011,,-0.01,agg2023,37
J71H00000080041,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.06,agg2025,134
J71H00000080061,C,,Man.O.C. Arm. Attr. e Macch. N.Est - ante 2011,,0.01,agg2023,37
J71H00000080071,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J71H00000090001,C,,Sviluppo infrastrutturale e upgrading,,-0.03,agg2025,139
J71H01000120001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J71H02000110008,A/B,0240,"Potenziamento infrastrutturale Voltri-Brignole 1^ fase: Completamento variante Pegli-Voltri e PRG Voltri 1^ fase, quadruplicamento Voltri-Sampierdaren",,642.4,cdp2017,52
J71H02000110008,A/B,P234,Nodo di Genova e Terzo valico dei Giovi Potenziamento infrastrutturale Voltri-Brignole Porto di Genova: Nuovo terminal merci i Genova Campasso Potenzi,Direttrici di interesse nazionale,10623.31,agg2025,63
J71H02000120008,A/B,0417,Porto di Taranto - collegamento ferroviario del complesso del porto di Taranto con la rete nazionale Nuova stazione di Cagioni e collegamento con nuov,"Porti e interporti, ultimo miglio",44.95,agg2025,56
J71H02000130001,C,,Potenziamento Impianto Intermodale Brindisi,,0.9,cdp2017,180
J71H02000140001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J71H92000000007,A/B,0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddopp",Direttrici di interesse nazionale,318.79,agg2025,60
J71H92000000007,A/B,0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,Direttrici di interesse nazionale,700.0,agg2025,60
J71H92000010008,C,,Raddoppio Bologna-Verona,,0.05,agg2021,128
J71H92000020008,A/B,0077,Raddoppio Genova-Ventimiglia 1^ fase Raddoppio Andora - S.Lorenzo e completamento raddoppio S.Lorenzo - Ospedaletti,Direttrici di interesse nazionale,691.53,agg2025,59
J71H92000020011,A/B,0286A,Quadruplicamento Tortona-Voghera opere prioritarie PRG e ACC Tortona,Direttrici di interesse nazionale,103.74,agg2025,61
J71H92000020011,A/B,0286B,Quadruplicamento Tortona-Voghera Quadruplicamento Tortona-Voghera PROG ITER,Direttrici di interesse nazionale,900.0,agg2025,70
J71H92000030008,A/B,0100,"Raddoppio Bari-Taranto Raddoppio Bari S.Andrea - Bitetto e Castellaneta-Palagianello e interventi di completamento tratte già raddoppiate, bretella di",Direttrici di interesse nazionale,498.58,agg2025,59
J71H92000040008,C,,Raddoppio ed elettrificazione Bari-Lecce,,10.0,agg2023,38
J71H98000000001,A/B,0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiato",Città metropolitane,159.61,agg2025,54
J71H99000000001,C,,Nodo ferroviario di Genova,,-0.03,agg2021,128
J71J04000000008,A/B,0289,Completamento raddoppio Genova-Ventimiglia: tratta Andora-Finale Ligure Raddoppio Andora-Finale Ligure PROG ITER,Direttrici di interesse nazionale,2576.0,agg2025,78
J71J20000110008,A/B,I107A,AV-AC Salerno - Reggio Calabria AV Salerno-Reggio Calabria: Lotto 1a Battipaglia - Romagnano e progettazione di fattibilità tecnico-economica intero i,Direttrici di interesse nazionale,17486.68,agg2025,71
J74B01000200001,C,,Impianti industriali e terminali viaggiatori e merci,,-0.0,agg2025,140
J74C14000020002,C,,Nuovo ACEI Fiumetorto,,5.0,cdp2022,138
J74C19000030001,A/B,I008,Porto di Trieste Potenziamento stazione Trieste Campo Marzio Potenziamento impianti a servizio del porto di Trieste,"Porti e interporti, ultimo miglio",173.21,agg2025,69
J74C20001660001,A/B,P235,Chiusura anello di Palermo tratta Politeama - Notarbartolo Anello di Palermo 2° stralcio: tratta Politeama-Notarbartolo,Città metropolitane,141.8,agg2025,55
J74E21000940009,A/B,P248,Raddoppio Decimomannu-Villamassargia,Valorizzazione reti regionali,949.0,agg2025,66
J74E21001690008,A/B,P254,"Velocizzazione collegamenti nord-sud rete sarda Velocizzazione Villamassargia-Carbonia Elettrificazione Cagliari-Oristano 1^ fase , Potenziamento infr",Direttrici di interesse nazionale,108.8,cdp2022,67
J74E21001690008,A/B,P254B,Velocizzazione Villamassargia-Carbonia Velocizzazione Villamassargia-Carbonia,Valorizzazione reti regionali,13.0,agg2025,53
J74G18000150009,A/B,P215,Adeguamento linea storica Torino-Modane tratta Bussoleno-Avigliana Adeguamento linea Torino-Modane 1^ fase - potenziamento tecnologico e 2^ adeguament,Direttrici di interesse nazionale,249.7,agg2025,72
J74H16000230001,A/B,I008,Porto di Trieste Potenziamento stazione Trieste Campo Marzio Potenziamento impianti a servizio del porto di Trieste,"Porti e interporti, ultimo miglio",173.21,agg2025,69
J74H16000590001,A/B,P083,Upgrading infrastrutturale e tecnologico rete sarda 2^ fase Rete sarda: Potenziamento e interventi diffusi per la messa in,Direttrici di interesse nazionale,110.05,agg2025,62
J74H17000420001,A/B,P142,"Porto di Ravenna Porto di Ravenna 1^ fase: Soppressione P.L. via Canale Molinetto, ITER adeguamento cavalcavia Teodorico, prolungamento del sottopassa","Porti e interporti, ultimo miglio",137.9,agg2025,69
J74H17000590001,A/B,P217,Potenziamento linea veloce collegamento Porta Nuova - Porta Susa Potenziamento linea veloce collegamento Porta Nuova -Porta Susa,Città metropolitane,116.11,agg2025,55
J74J17000000001,C,,Attrezzaggio tecnologico linea Palermo-Agrigento,,3.5,cdp2022,138
J74J17000010001,A/B,P216,Completamento fermate SFM Torino Fermata S.Paolo Fermata Borgata Quaglia - Le Gru Fermata S.Luigi Orbassano Fermate Dora e Zappata Fermata Ferriera - ,Città metropolitane,185.62,agg2025,55
J74J17000020001,A/B,P216,Completamento fermate SFM Torino Fermata S.Paolo Fermata Borgata Quaglia - Le Gru Fermata S.Luigi Orbassano Fermate Dora e Zappata Fermata Ferriera - ,Città metropolitane,185.62,agg2025,55
J74J18000000001,A/B,P175,Scalo Torino Orbassano ACC Torino Orbassano Scalo Torino Orbassano: interventi in fascio container,"Porti e interporti, ultimo miglio",72.25,agg2025,56
J74J22000170001,A/B,P254A,Elettrificazione Cagliari-Oristano Elettrificazione Cagliari-Oristano,Direttrici di interesse nazionale,106.6,agg2025,64
J74J23000740001,A/B,P249,Collegamento ferroviario aeroporto di Olbia Collegamento ferroviario aeroporto di Olbia,"Aeroporti, accessibilità su ferro",231.04,agg2025,58
J77B14000240001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,9.34,agg2025,142
J77B14000480001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J77B16000090001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,11.5,agg2025,142
J77B16000290001,A/B,P083,Upgrading infrastrutturale e tecnologico rete sarda 2^ fase Rete sarda: Potenziamento e interventi diffusi per la messa in,Direttrici di interesse nazionale,110.05,agg2025,62
J77B16000300001,C,,Sicurezza ed Obblighi di Legge,,0.5,agg2025,137
J77B17000050001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,3.3,agg2025,143
J77B17000060001,C,,Sicurezza ed Obblighi di Legge,,17.38,agg2025,137
J77D18000000001,C,,Sicurezza ed Obblighi di Legge,,31.5,agg2025,137
J77F20000020001,C,,Sicurezza ed Obblighi di Legge,,5.0,agg2025,137
J77F20000070001,C,,Sicurezza ed Obblighi di Legge,,0.2,agg2025,137
J77G05000010001,C,,Upgrading rete merci - DOIT Bologna fase 0,,10.5,agg2024,113
J77G05000010011,C,,Sviluppo infrastrutturale e upgrading,,12.52,agg2025,139
J77H21001020001,C,,Sicurezza ed Obblighi di Legge,,8.42,agg2025,137
J77I04000000009,A/B,0281,Itinerario Napoli-Bari: raddoppio tratta Apice-Orsara,Direttrici di interesse nazionale,,agg2025,127
J77I07000000001,C,,Riconfigurazione impianti SCMT Trieste,,3.04,cdp2022,138
J77I07000020001,C,,SCC Bari-Taranto,,30.04,cdp2022,139
J77I09000090001,C,,Manutenzione Mezzi di Manovra,,0.1,cdp2017,178
J77I10000270001,C,,Miglioramento sicurezza gallerie ferroviarie - DTP Ancona,,5.14,cdp2017,178
J77I12000000001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J77I12000010008,A/B,0359,Raddoppio Campoleone-Aprilia Raddoppio Campoleone-Aprilia,Città metropolitane,98.29,agg2025,55
J77I12000070001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J77I12000080001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J77I12000120001,C,,Interventi upgrading rete viaggiatori TO,,0.9,cdp2017,180
J77I13000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J77I18000020001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,8.0,agg2025,143
J77J18000350001,C,,Upgrading linee Bologna - Padova e Venezia-Trieste - DOIT Venezia,,29.65,cdp2022,138
J77J19000020001,C,,Sicurezza ed Obblighi di Legge,,24.2,agg2025,137
J79B08000170001,C,,Acquisto nave per il trasporto ferroviario sullo Stretto di Messina,,0.13,agg2021,128
J79B12000020001,C,,Completamento attrezzaggio Bari-Taranto,,18.0,cdp2022,139
J79B12000030001,A/B,1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamas,Direttrici di interesse nazionale,32.97,agg2025,62
J80D17000050001,C,,Acquisti a rimpiazzo Laboratori - 2017,,0.68,agg2021,127
J81C05000010001,C,,Interventi su SCC e IaP - Genova,,0.9,agg2021,128
J81C06000020001,C,,Opere propedeutiche per il collegamento dello scalo di Marzaglia con la linea Milano-Bologna,,-0.05,agg2021,128
J81C91000000008,C,,Nodo AV/AC Roma,,0.0,agg2024,114
J81D19000000009,A/B,I137,Collegamento ferroviario aeroporto di Bergamo Collegamento ferroviario aeroporto di Bergamo,"Aeroporti, accessibilità su ferro",217.71,agg2025,58
J81E16000690003,A/B,1912,Nuova fermata di Ronchi Aeroporto,"Aeroporti, accessibilità su ferro",0.0,cdp2022,58
J81G23000080001,A/B,P087B,Ammodernamento e potenziamento rete ferroviaria Regione Abruzzo - Collegamento al porto di Vasto Collegamento al porto di Vasto PROG PROG,"Porti e interporti, ultimo miglio",246.5,agg2025,69
J81H00000180001,C,,Ravenna: Prima fase nuovo Scalo Merci Canale Candiano per merci pericolose e prolungamento dorsale FS,,0.01,cdp2017,180
J81H01000080001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J81H01000090001,C,,Itinerari alternativi: elettrificazion PIACENZA - CASTELVETRO,,-0.01,agg2023,37
J81H02000000001,A/B,0276A,Completamento raddoppio asse ferroviario Pontremolese - 1^ fase Raddoppio Parma-Vicofertile ITER,Direttrici di interesse nazionale,508.0,agg2025,70
J81H02000000001,A/B,0276B,Completamento raddoppio asse ferroviario Pontremolese - 2^ fase Raddoppio Vicofertile-Fornovo(Osteriazza) e Berceto-Chiesaccia PROG PROG,Direttrici di interesse nazionale,5312.0,agg2025,77
J81H02000020001,C,,Impianti industriali e terminali viaggiatori e merci,,-0.0,agg2025,140
J81H02000020011,C,,Sicurezza ed Obblighi di Legge,,-0.0,agg2025,137
J81H03000050008,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,-0.0,agg2025,143
J81H03000060001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J81H03000070001,C,,Impianti industriali e terminali viaggiatori e merci,,-0.0,agg2025,140
J81H03000080001,C,,Rete Lucana: migliormento servizi Potenza - S. Nicola,,3.69,cdp2017,180
J81H04000060001,C,,Linea Pontremolese: efficientamento linea attuale,,-0.03,agg2021,128
J81H92000010001,C,,Sistemaz. Bologna S.Donato,,-0.01,agg2023,38
J81H92000020001,A/B,0136,Nuova Linea Ferrandina-Matera La Martella,Direttrici di interesse nazionale,525.45,agg2025,59
J81H96000010008,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J81H96000010011,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J81H98000020001,C,,Potenziamento scali di Bologna per servizi accessori,,-0.03,agg2021,128
J81H98000030001,C,,Sviluppo infrastrutturale e upgrading,,0.0,agg2025,139
J81J03000000001,C,,Attrezaggi tecnologici linee ed impianti - Bologna,,14.9,agg2021,128
J81J04000010001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J81J05000010008,A/B,1438,Nodo ferrostradale Casalecchio di Reno: interramento linea Porrettana (stralcio ferroviario) Nodo Casalecchio di Reno: interramento linea Porrettana (,Città metropolitane,140.38,agg2025,75
J84B13000240001,C,,Sviluppo infrastrutturale e upgrading,,10.0,agg2025,139
J84C19000370009,A/B,P256,Potenziamento infrastrutturale scalo di Brescia Potenziamento infrastrutturale scalo di Brescia,"Porti e interporti, ultimo miglio",82.19,agg2025,57
J84E21001320008,A/B,P240A,Roma-Pescara fasi Raddoppio Tagliacozzo-Avezzano PROG PROG Raddoppio Sulmona-Pratola Peligna PROG PROG Raddoppio Scafa-Manoppello-Interporto d'Abruzzo,Direttrici di interesse nazionale,2324.3,agg2025,72
J84E21001320008,A/B,P240B,Roma-Pescara completamento Nuova linea Roma-Mandela-Tagliacozzo,Direttrici di interesse nazionale,12753.0,agg2025,79
J84E21004550001,A/B,P175,Scalo Torino Orbassano ACC Torino Orbassano Scalo Torino Orbassano: interventi in fascio container,"Porti e interporti, ultimo miglio",72.25,agg2025,56
J84F05000030001,A/B,0311A,"Potenziamento Metaponto-Sibari-Bivio S.Antonello opere prioritarie Metaponto-Sibari-Paola: potenziamento linea di contatto, adeguamento a modulo 750 m",Direttrici di interesse nazionale,161.89,agg2025,61
J84F05000030001,A/B,0311B,Potenziamento Metaponto-Sibari-Bivio S.Antonello Variante Montegiordano-Amendolara Rettifiche curve ed adeguamento linea Metaponto-Sibari-Paola,Direttrici di interesse nazionale,256.34,agg2025,78
J84F05000040001,A/B,0309,Velocizzazione Potenza - Metaponto,Direttrici di interesse nazionale,0.0,agg2021,54
J84H14001290001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
J84H14001300001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
J84H14001310001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
