codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
0119,Potenziamento infrastrutturale Orte-Falconara,"registro RFI (CdP Servizi, Allegato 3)",F065,ANCONA - ORTE (compresa Ancona - Ancona Marittima),media,nome-parziale,orte,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0136,Nuova Linea Ferrandina-Matera La Martella,"registro RFI (CdP Servizi, Allegato 3)",C155,Potenza  - Metaponto,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",F067,ANCONA - FOGGIA,alta,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",F069,FOGGIA - BARI (compresa Enziteto Catino - Bari S.Spirito),alta,nome,foggia|bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",C125,Pescara - Sulmona,media,nome-parziale,pescara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",C150,Bari - Brindisi,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",C158,Bari - Gioia Del Colle,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142A,"Raddoppio Pescara-Bari 1^ fase Completamento raddoppio Ortona-Casalbordino, Vasto-Vasto S.Salvo e Lesina-San Severo (opere già in esercizio) e Raddoppio tratta a nord della stazione di Ortona PRG e ACC Foggia","registro RFI (CdP Servizi, Allegato 3)",C236,Foggia - Manfredonia,media,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",F067,ANCONA - FOGGIA,alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",C125,Pescara - Sulmona,media,nome-parziale,pescara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",C150,Bari - Brindisi,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",C158,Bari - Gioia Del Colle,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",C230,Termoli - Campobasso,media,nome-parziale,termoli,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0142B,Completamento raddoppio Pescara-Bari (tratta Termoli- Lesina) Raddoppio Ripalta-Lesina Raddoppio Termoli-Ripalta,"registro RFI (CdP Servizi, Allegato 3)",F069,FOGGIA - BARI (compresa Enziteto Catino - Bari S.Spirito),media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",C150,Bari - Brindisi,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",C156,Metaponto - Taranto,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",C157,Taranto - Brindisi,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",C158,Bari - Gioia Del Colle,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",C159,Gioia Del Colle - Taranto,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0149,"Sistemazione nodo di Bari Raddoppio Bari Parco Sud - Bari Torre a Mare e variante ingresso linea merci Bari-Taranto, Variante ingresso linea viaggiatori Bari- Taranto, modifica radice lato Nord Bari C.le e ACC Bari Parco Nord, Binari di stazionamento della stazione di Bari C.le","registro RFI (CdP Servizi, Allegato 3)",F069,FOGGIA - BARI (compresa Enziteto Catino - Bari S.Spirito),media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C024,Vignale - Novara,alta,nome,vignale|novara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C023,Oleggio - Vignale,media,nome-parziale,vignale,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C025,Novara - Mortara,media,nome-parziale,novara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C034,Borgomanero - Vignale,media,nome-parziale,vignale,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C035,Varallo Sesia - Vignale,media,nome-parziale,vignale,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223A,Nodo di Novara 1^ fase Sistemazione Novara Boschetto e PRG Vignale PROG PROG,"registro RFI (CdP Servizi, Allegato 3)",C199,Biella - Novara,media,nome-parziale,novara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C025,Novara - Mortara,alta,nome,novara|mortara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C058,Milano P.Genova - Mortara,alta,nome-parziale,mortara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C020,Vercelli - Mortara,media,nome-parziale,mortara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C021,Mortara - Pavia,media,nome-parziale,mortara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C024,Vignale - Novara,media,nome-parziale,novara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0223B,Nodo di Novara completamento Nodo di Novara: Passante merci (include progettazioni pregresse PROG PROG per opere di scavalco linee Novara-Mortara e Novara-Milano),"registro RFI (CdP Servizi, Allegato 3)",C199,Biella - Novara,media,nome-parziale,novara,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0226,Raddoppio Orte-Falconara: tratta Spoleto-Terni Raddoppio Spoleto-Terni PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",F065,ANCONA - ORTE (compresa Ancona - Ancona Marittima),alta,nome-parziale,orte,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0226,Raddoppio Orte-Falconara: tratta Spoleto-Terni Raddoppio Spoleto-Terni PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C231,Terni - Sulmona,media,nome-parziale,terni,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0240,"Potenziamento infrastrutturale Voltri-Brignole 1^ fase: Completamento variante Pegli-Voltri e PRG Voltri 1^ fase, quadruplicamento Voltri-Sampierdarena e PRG Sampierdarena, sestuplicamento P.Principe-Brignole/Terralba 2^ fase: Completamento PRG Voltri","registro RFI (CdP Servizi, Allegato 3)",C098,Ovada - Genova Borzoli,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0240,"Potenziamento infrastrutturale Voltri-Brignole 1^ fase: Completamento variante Pegli-Voltri e PRG Voltri 1^ fase, quadruplicamento Voltri-Sampierdarena e PRG Sampierdarena, sestuplicamento P.Principe-Brignole/Terralba 2^ fase: Completamento PRG Voltri","registro RFI (CdP Servizi, Allegato 3)",F007,SAVONA -  GENOVA VOLTRI [GENOVA],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0240,"Potenziamento infrastrutturale Voltri-Brignole 1^ fase: Completamento variante Pegli-Voltri e PRG Voltri 1^ fase, quadruplicamento Voltri-Sampierdarena e PRG Sampierdarena, sestuplicamento P.Principe-Brignole/Terralba 2^ fase: Completamento PRG Voltri","registro RFI (CdP Servizi, Allegato 3)",F019,ARQUATA - MIGNANEGO / GENOVA RIVAROLO / GENOVA CAMPASSO [GENOVA] (compresa via Isola del Cantone),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0240,"Potenziamento infrastrutturale Voltri-Brignole 1^ fase: Completamento variante Pegli-Voltri e PRG Voltri 1^ fase, quadruplicamento Voltri-Sampierdarena e PRG Sampierdarena, sestuplicamento P.Principe-Brignole/Terralba 2^ fase: Completamento PRG Voltri","registro RFI (CdP Servizi, Allegato 3)",N004,Genova,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241A,Cintura di Torino e connessione al collegamento Torino- Lione opere prioritarie Sezione nazionale Torino-Lione 1^ fase (quadruplicamento PROG PROG Avigliana-Orbassano e scalo Orbassano),"registro RFI (CdP Servizi, Allegato 3)",N001,Torino,alta,nome-parziale,torino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241A,Cintura di Torino e connessione al collegamento Torino- Lione opere prioritarie Sezione nazionale Torino-Lione 1^ fase (quadruplicamento PROG PROG Avigliana-Orbassano e scalo Orbassano),"registro RFI (CdP Servizi, Allegato 3)",F001,MODANE / MODANE FX - ALPIGNANO [TORINO],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241A,Cintura di Torino e connessione al collegamento Torino- Lione opere prioritarie Sezione nazionale Torino-Lione 1^ fase (quadruplicamento PROG PROG Avigliana-Orbassano e scalo Orbassano),"registro RFI (CdP Servizi, Allegato 3)",A003,Torino-Milano AV/AC,bassa,nome-parziale,torino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241B,Cintura di Torino e connessione al collegamento Torino- Lione completamento Cintura di Torino (nuova linea Orbassano-Settimo Torinese) Sezione nazionale Torino-Lione 2^ fase (quadruplicamento PROG PROG Bussoleno-Avigliana),"registro RFI (CdP Servizi, Allegato 3)",N001,Torino,alta,nome-parziale,torino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241B,Cintura di Torino e connessione al collegamento Torino- Lione completamento Cintura di Torino (nuova linea Orbassano-Settimo Torinese) Sezione nazionale Torino-Lione 2^ fase (quadruplicamento PROG PROG Bussoleno-Avigliana),"registro RFI (CdP Servizi, Allegato 3)",F001,MODANE / MODANE FX - ALPIGNANO [TORINO],alta,nome-parziale,,,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0241B,Cintura di Torino e connessione al collegamento Torino- Lione completamento Cintura di Torino (nuova linea Orbassano-Settimo Torinese) Sezione nazionale Torino-Lione 2^ fase (quadruplicamento PROG PROG Bussoleno-Avigliana),"registro RFI (CdP Servizi, Allegato 3)",C246,Susa - Bussoleno,media,nome-parziale,bussoleno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
